Affinity unit, # ,Ligand,Quality,Pred. ΔG,Pred. Error,Exp. ΔG,Structure
kcal/mol,1,Example9,0,-9.63,0.2,-8.79,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,2,Example8,0,-9.77,0.24,-9.71,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,3,Example14,0,-9.69,0.22,-9.78,[#1][c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[n-0X2][c-0X3]([c-0X3]([n-0X2][c-0X3]1[N-0X3]([#1])[#1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[N+X4]([#1])([#1])[#1])[C-0X4]1([#1])[#1])[#1])[Cl-0X1]
kcal/mol,4,SHP099-1/Example7,0,-9.63,0.2,-9.75,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,5,Example24,0,-7.89,0.22,-9.08,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,6,Example26,0,-9.49,0.22,-8.96,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[C-0X3](=[O-0X1])[N-0X3]([#1])[#1]
kcal/mol,7,Example23,0,-8.7,0.25,-8.74,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([Cl-0X1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,8,Example25,0,-7.64,0.21,-8.87,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[C-0X2]#[N-0X1]
kcal/mol,9,10.0,0,-7.31,0.2,-7.15,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,10,6.0,0,-8.99,0.22,-8.03,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1]
kcal/mol,11,Example22,0,-9.36,0.29,-9.24,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([Br-0X1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,12,Example1,0,-8.91,0.21,-8.99,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1]
kcal/mol,13,Example29,0,-6.22,0.26,-7.62,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[C-0X3]1=[C-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,14,Example2,0,-7.89,0.25,-8.28,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[C-0X4]([#1])([#1])[#1])[#1]
kcal/mol,15,Example30,0,-9.07,0.2,-9.16,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,16,Example5,0,-5.07,0.25,-7.56,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[O-0X2][C-0X4]([#1])([#1])[#1])[Cl-0X1])[#1]
