Affinity unit, # ,Ligand,Quality,Pred. ΔG,Pred. Error,Exp. ΔG,Structure
kcal/mol,1,13.0,0,-10.82,0.15,-11.22,[#1][C-0X4]1([O-0X2][#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]([C-0X4]1([#1])[#1])[C-0X3](=[O-0X1])[c-0X3]1[c-0X3]([O-0X2][#1])[c-0X3]([c-0X3]2[n-0X3]([#1])[n-0X2][c-0X3]([C-0X4]([#1])([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]3[#1])[C-0X4]([#1])([#1])[#1])[#1])[c-0X3]2[c-0X3]1[#1])[#1]
kcal/mol,2,14.0,0,-7.6,0.15,-8.29,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[#1]
kcal/mol,3,15.0,0,-7.17,0.15,-7.64,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([O-0X2][C-0X4]([#1])([#1])[#1])[c-0X3]([c-0X3]1[#1])[#1])[O-0X2][C-0X4]([#1])([#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[#1]
kcal/mol,4,16.0,0,-8.46,0.15,-9.24,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[C-0X4]([#1])([#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[#1]
kcal/mol,5,18.0,0,-8.74,0.14,-10.91,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]2[c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]2[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[#1]
kcal/mol,6,17.0,0,-7.76,0.15,-8.94,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]2[c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]([n-0X2][n-0X3]2[C-0X4]([#1])([#1])[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[#1]
kcal/mol,7,19.0,0,-9.34,0.18,-10.67,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[#1]
kcal/mol,8,20.0,0,-9.71,0.15,-10.64,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[#1]
kcal/mol,9,21.0,0,-9.64,0.2,-9.7,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[c-0X3]([n-0X2]1)[#1]
kcal/mol,10,22.0,0,-10.08,0.21,-10.22,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[c-0X3]1[n-0X2][c-0X3]([c-0X3]([#1])[n-0X3]1[C-0X4]([#1])([#1])[#1])[#1]
